n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
200,10,Random Sampling,0.025629800045862794,0.0005638999864459038,0.0016252999193966389,,,,,,,,,0.025629800045862794,0.02562620025128126,3.5997945815324783e-06,0.027818999951705337,0.00031930021941661835,0.00031480006873607635,0.0033545999322086573,4.1800085455179214e-05,7.109995931386948e-05,0.02152459998615086,,,
200,10,Non-random,0.027564600110054016,0.0005638999864459038,0.002010100055485964,,,,,,,,,0.027564600110054016,0.027562499977648258,2.100132405757904e-06,0.030138600151985884,,,,,,,0.0045097998809069395,0.023026800015941262,2.5900080800056458e-05
200,11,Random Projection,0.02428040001541376,0.0005212000105530024,0.0017273998819291592,2.4700071662664413e-05,0.00016830000095069408,6.869994103908539e-05,4.67000063508749e-05,3.920006565749645e-05,5.270005203783512e-05,4.700152203440666e-06,0.02387249981984496,0.02428040001541376,0.024277500109747052,2.8999056667089462e-06,0.026528999907895923,,,,,,,,,
200,11,Random Sampling,0.03032870008610189,0.0005212000105530024,0.0015173000283539295,,,,,,,,,0.03032870008610189,0.030324900057166815,3.8000289350748062e-06,0.03236720012500882,0.00021460000425577164,0.00027970015071332455,0.0029400999192148447,5.7300087064504623e-05,8.549983613193035e-05,0.02674770005978644,,,
200,11,Non-random,0.03060410008765757,0.0005212000105530024,0.0019619001541286707,,,,,,,,,0.03060410008765757,0.03060239995829761,1.700129359960556e-06,0.033087200252339244,,,,,,,0.005358000053092837,0.025221499847248197,2.2900057956576347e-05
200,12,Random Projection,0.024534899974241853,0.0006874001119285822,0.0016320000868290663,3.120000474154949e-05,0.00022540008649230003,9.529991075396538e-05,5.610007792711258e-05,3.729993477463722e-05,6.630015559494495e-05,5.699926987290382e-06,0.024013700196519494,0.024534899974241853,0.024531000293791294,3.899680450558662e-06,0.0268543001729995,,,,,,,,,
200,12,Random Sampling,0.026986800134181976,0.0006874001119285822,0.001703399932011962,,,,,,,,,0.026986800134181976,0.026982499985024333,4.300149157643318e-06,0.02937760017812252,0.0003007999621331692,0.0002573002129793167,0.0032581998966634274,4.639988765120506e-05,6.749993190169334e-05,0.02305230009369552,,,
200,12,Non-random,0.024601500015705824,0.0006874001119285822,0.0018213000148534775,,,,,,,,,0.024601500015705824,0.024599700001999736,1.800013706088066e-06,0.027110200142487884,,,,,,,0.0039697999600321054,0.020606799982488155,2.310005947947502e-05
200,13,Random Projection,0.023020199965685606,0.0005077000241726637,0.0015908998902887106,2.3999949917197227e-05,0.0001666999887675047,6.369990296661854e-05,4.320009611546993e-05,3.090011887252331e-05,5.150004290044308e-05,4.600035026669502e-06,0.0226323998067528,0.023020199965685606,0.023016999941319227,3.200024366378784e-06,0.02511879988014698,,,,,,,,,
200,13,Random Sampling,0.02445079991593957,0.0005077000241726637,0.0015620000194758177,,,,,,,,,0.02445079991593957,0.024447499541565776,3.300374373793602e-06,0.02652049995958805,0.0003269999288022518,0.00026979995891451836,0.0026874998584389687,3.6899931728839874e-05,5.479995161294937e-05,0.021071499912068248,,,
200,13,Non-random,0.025562299881130457,0.0005077000241726637,0.0023103998973965645,,,,,,,,,0.025562299881130457,0.025559900095686316,2.3997854441404343e-06,0.028380399802699685,,,,,,,0.0048027001321315765,0.020691199926659465,6.600003689527512e-05
200,14,Random Projection,0.021368399960920215,0.0006998998578637838,0.0018768999725580215,2.7200207114219666e-05,0.00022619985975325108,8.030002936720848e-05,5.370005965232849e-05,4.640012048184872e-05,6.570015102624893e-05,6.3998159021139145e-06,0.02085909992456436,0.021368399960920215,0.02136500016786158,3.3997930586338043e-06,0.02394519979134202,,,,,,,,,
